100000.00,-7.46
945939.09,-8.53
1791878.17,-15.16
2637817.26,-22.34
3483756.35,-31.24
4329695.43,-53.54
5175634.52,-70.90
6021573.60,-56.87
6867512.69,-70.65
7713451.78,-72.15
8559390.86,-73.08
9405329.95,-72.55
10251269.04,-71.45
11097208.12,-64.53
11943147.21,-73.20
12789086.29,-74.92
13635025.38,-73.35
14480964.47,-74.66
15326903.55,-74.53
16172842.64,-74.22
17018781.73,-74.89
17864720.81,-73.45
18710659.90,-74.53
19556598.98,-76.26
20402538.07,-74.86
21248477.16,-71.24
22094416.24,-72.12
22940355.33,-74.14
23786294.42,-74.18
24632233.50,-72.37
25478172.59,-72.35
26324111.68,-65.54
27170050.76,-70.71
28015989.85,-66.32
28861928.93,-69.21
29707868.02,-70.42
30553807.11,-70.21
31399746.19,-71.88
32245685.28,-73.13
33091624.37,-73.72
33937563.45,-73.38
34783502.54,-73.11
35629441.62,-69.26
36475380.71,-71.63
37321319.80,-72.08
38167258.88,-76.05
39013197.97,-75.84
39859137.06,-74.54
40705076.14,-74.78
41551015.23,-74.06
42396954.31,-75.43
43242893.40,-75.58
44088832.49,-78.12
44934771.57,-75.29
45780710.66,-75.42
46626649.75,-75.28
47472588.83,-75.30
48318527.92,-75.29
49164467.01,-73.78
50010406.09,-75.36
50856345.18,-75.90
51702284.26,-74.56
52548223.35,-74.47
53394162.44,-73.75
54240101.52,-75.52
55086040.61,-75.12
55931979.70,-73.89
56777918.78,-75.51
57623857.87,-74.86
58469796.95,-73.72
59315736.04,-72.88
60161675.13,-74.45
61007614.21,-74.66
61853553.30,-74.12
62699492.39,-73.57
63545431.47,-74.62
64391370.56,-74.29
65237309.64,-76.21
66083248.73,-76.46
66929187.82,-70.23
67775126.90,-71.60
68621065.99,-67.68
69467005.08,-69.62
70312944.16,-70.95
71158883.25,-61.75
72004822.34,-66.92
72850761.42,-60.96
73696700.51,-66.75
74542639.59,-68.43
75388578.68,-67.48
76234517.77,-69.46
77080456.85,-70.17
77926395.94,-74.64
78772335.03,-72.43
79618274.11,-67.62
80464213.20,-72.11
81310152.28,-68.87
82156091.37,-71.68
83002030.46,-69.95
83847969.54,-67.93
84693908.63,-70.09
85539847.72,-70.88
86385786.80,-69.48
87231725.89,-69.78
88077664.97,-67.68
88923604.06,-68.84
89769543.15,-70.74
90615482.23,-73.55
91461421.32,-72.51
92307360.41,-72.63
93153299.49,-69.91
93999238.58,-73.23
94845177.66,-74.63
95691116.75,-74.50
96537055.84,-71.62
97382994.92,-69.18
98228934.01,-70.32
99074873.10,-74.20
99920812.18,-71.42
100766751.27,-72.05
101612690.36,-73.42
102458629.44,-72.54
103304568.53,-75.37
104150507.61,-73.30
104996446.70,-75.34
105842385.79,-75.69
106688324.87,-74.42
107534263.96,-75.81
108380203.05,-76.95
109226142.13,-73.74
110072081.22,-75.24
110918020.30,-76.91
111763959.39,-75.49
112609898.48,-75.90
113455837.56,-76.46
114301776.65,-75.79
115147715.74,-77.49
115993654.82,-77.23
